Name,Make,Model,Odometer,Body_type,Transmission,Auctioneer,Link_to_auction,Unique_identifers,Hours_to_auction,State,Build_Date,Fuel
TOYOTA AURION SPORTIVO SX6 GSV40R FWD,TOYOTA,AURION,"261,515",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986877/2007-toyota-aurion-sportivo-sx6-gsv40r?filterid=d498c9cc86,"2007 TOYOTA AURION SPORTIVO SX6 GSV40R FWD TOYOTA 261,515",27,NSW,2007,FWD
MAZDA CX-9 LUXURY TB10A4 MY12 4WD,MAZDA,CX-9,"153,368",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985290/2012-mazda-cx-9-luxury-tb10a4-my12?filterid=d498c9cc86,"2012 MAZDA CX-9 LUXURY TB10A4 MY12 4WD MAZDA 153,368",27,NSW,2012,4WD
HOLDEN CAPTIVA ACTIVE CG MY16 FWD,HOLDEN,CAPTIVA,"58,464",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984798/2016-holden-captiva-active-cg-my16?filterid=d498c9cc86,"2016 HOLDEN CAPTIVA ACTIVE CG MY16 FWD HOLDEN 58,464",27,NSW,2016,FWD
SUBARU IMPREZA RS S MY05 4WD,SUBARU,IMPREZA,"154,032",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985268/2005-subaru-impreza-rs-s-my05?filterid=d498c9cc86,"2005 SUBARU IMPREZA RS S MY05 4WD SUBARU 154,032",27,NSW,2005,4WD
TOYOTA COROLLA ASCENT ZRE152R FWD,TOYOTA,COROLLA,"359,055",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986794/2009-toyota-corolla-ascent-zre152r?filterid=d498c9cc86,"2009 TOYOTA COROLLA ASCENT ZRE152R FWD TOYOTA 359,055",27,NSW,2009,FWD
HONDA CIVIC VTI 10TH GEN MY17 FWD,HONDA,CIVIC,"76,307",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986261/2017-honda-civic-vti-10th-gen-my17?filterid=d498c9cc86,"2017 HONDA CIVIC VTI 10TH GEN MY17 FWD HONDA 76,307",27,NSW,2017,FWD
TOYOTA CAMRY ALTISE ACV40R FWD,TOYOTA,CAMRY,"139,424",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986456/2007-toyota-camry-altise-acv40r?filterid=d498c9cc86,"2007 TOYOTA CAMRY ALTISE ACV40R FWD TOYOTA 139,424",27,NSW,2007,FWD
VOLKSWAGEN GOLF GTI VII MY14 FWD,VOLKSWAGEN,GOLF,"183,479",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980403/2013-volkswagen-golf-gti-vii-my14?filterid=d498c9cc86,"2013 VOLKSWAGEN GOLF GTI VII MY14 FWD VOLKSWAGEN 183,479",27,NSW,2013,FWD
SUBARU FORESTER X S3 MY11 4WD,SUBARU,FORESTER,"183,359",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984312/2011-subaru-forester-x-s3-my11?filterid=d498c9cc86,"2011 SUBARU FORESTER X S3 MY11 4WD SUBARU 183,359",27,NSW,2011,4WD
BMW X3 XDRIVE20I F25 LCI 4WD,BMW,X3,"164,014",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986636/2016-bmw-x3-xdrive20i-f25-lci?filterid=d498c9cc86,"2016 BMW X3 XDRIVE20I F25 LCI 4WD BMW 164,014",27,NSW,2016,4WD
CHRYSLER GRAND VOYAGER LIMITED RT 5TH GEN MY10 FWD,CHRYSLER,GRAND,"163,258",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987289/2011-chrysler-grand-voyager-limited-rt-5th-gen-my10?filterid=d498c9cc86,"2011 CHRYSLER GRAND VOYAGER LIMITED RT 5TH GEN MY10 FWD CHRYSLER 163,258",27,NSW,2011,FWD
MITSUBISHI ASX XLS XB MY15 4WD,MITSUBISHI,ASX,"179,185",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986700/2015-mitsubishi-asx-xls-xb-my15?filterid=d498c9cc86,"2015 MITSUBISHI ASX XLS XB MY15 4WD MITSUBISHI 179,185",27,NSW,2015,DIESEL
PEUGEOT 3008 XTE SUV T8 FWD,PEUGEOT,3008,"166,161",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986892/2011-peugeot-3008-xte-suv-t8?filterid=d498c9cc86,"2011 PEUGEOT 3008 XTE SUV T8 FWD PEUGEOT 166,161",27,NSW,2011,FWD
SUBARU LIBERTY HERITAGE B4 MY09 4WD,SUBARU,LIBERTY,"167,536",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985344/2008-subaru-liberty-heritage-b4-my09?filterid=d498c9cc86,"2008 SUBARU LIBERTY HERITAGE B4 MY09 4WD SUBARU 167,536",27,NSW,2008,4WD
HONDA CIVIC VTI-L 8TH GEN MY07 FWD,HONDA,CIVIC,"177,843",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986858/2007-honda-civic-vti-l-8th-gen-my07?filterid=d498c9cc86,"2007 HONDA CIVIC VTI-L 8TH GEN MY07 FWD HONDA 177,843",27,NSW,2007,FWD
HOLDEN CRUZE EQUIPE JH SERIES II MY15 FWD,HOLDEN,CRUZE,"89,190",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986839/2015-holden-cruze-equipe-jh-series-ii-my15?filterid=d498c9cc86,"2015 HOLDEN CRUZE EQUIPE JH SERIES II MY15 FWD HOLDEN 89,190",27,NSW,2015,FWD
MAZDA 3 TOURING BN5478 FWD,MAZDA,3,"193,557",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986025/2017-mazda-3-touring-bn5478?filterid=d498c9cc86,"2017 MAZDA 3 TOURING BN5478 FWD MAZDA 193,557",27,NSW,2017,FWD
TOYOTA RAV4 GXL ZSA42R FWD,TOYOTA,RAV4,"108,605",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985616/2017-toyota-rav4-gxl-zsa42r?filterid=d498c9cc86,"2017 TOYOTA RAV4 GXL ZSA42R FWD TOYOTA 108,605",27,NSW,2017,FWD
SUBARU TRIBECA R PREMIUM PACK B9 MY10 4WD,SUBARU,TRIBECA,"122,569",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2971213/2009-subaru-tribeca-r-premium-pack-b9-my10?filterid=d498c9cc86,"2009 SUBARU TRIBECA R PREMIUM PACK B9 MY10 4WD SUBARU 122,569",27,NSW,2009,4WD
SUBARU IMPREZA R G3 MY09 4WD,SUBARU,IMPREZA,"165,410",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2982237/2009-subaru-impreza-r-g3-my09?filterid=d498c9cc86,"2009 SUBARU IMPREZA R G3 MY09 4WD SUBARU 165,410",27,NSW,2009,4WD
MERCEDES-BENZ VITO 115CDI LOW ROOF EXTR 639 RWD,MERCEDES-BENZ,VITO,"299,430",VAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987443/2007-mercedes-benz-vito-115cdi-low-roof-extr-639?filterid=d498c9cc86,"2007 MERCEDES-BENZ VITO 115CDI LOW ROOF EXTR 639 RWD MERCEDES-BENZ 299,430",27,NSW,2007,DIESEL
HOLDEN CAPTIVA 5 LTZ CG MY13 FWD,HOLDEN,CAPTIVA,"150,206",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987432/2013-holden-captiva-5-ltz-cg-my13?filterid=d498c9cc86,"2013 HOLDEN CAPTIVA 5 LTZ CG MY13 FWD HOLDEN 150,206",27,NSW,2013,FWD
MAZDA 3 NEO BK10F2 FWD,MAZDA,3,"93,192",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986343/2008-mazda-3-neo-bk10f2?filterid=d498c9cc86,"2008 MAZDA 3 NEO BK10F2 FWD MAZDA 93,192",27,NSW,2008,FWD
TOYOTA KLUGER GXL GSU50R FWD,TOYOTA,KLUGER,"323,337",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987249/2015-toyota-kluger-gxl-gsu50r?filterid=d498c9cc86,"2015 TOYOTA KLUGER GXL GSU50R FWD TOYOTA 323,337",27,NSW,2015,FWD
MAZDA BT-50 XT SINGLE CAB UP0YD1 RWD DIESEL,MAZDA,BT-50,"173,230",CHASSIS,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2987336/2015-mazda-bt-50-xt-single-cab-up0yd1?filterid=d498c9cc86,"2015 MAZDA BT-50 XT SINGLE CAB UP0YD1 RWD DIESEL MAZDA 173,230",27,NSW,2015,DIESEL
VOLKSWAGEN TIGUAN 118TSI DSG 2WD 5N MY14 FWD,VOLKSWAGEN,TIGUAN,"216,769",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987261/2014-volkswagen-tiguan-118tsi-dsg-2wd-5n-my14?filterid=d498c9cc86,"2014 VOLKSWAGEN TIGUAN 118TSI DSG 2WD 5N MY14 FWD VOLKSWAGEN 216,769",27,NSW,2014,FWD
VOLVO XC70 BZ MY08 4WD,VOLVO,XC70,"290,394",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983620/2008-volvo-xc70-bz-my08?filterid=d498c9cc86,"2008 VOLVO XC70 BZ MY08 4WD VOLVO 290,394",27,NSW,2008,4WD
HOLDEN COLORADO LS DUAL CAB RG MY15 4WD,HOLDEN,COLORADO,"228,218",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987425/2015-holden-colorado-ls-dual-cab-rg-my15?filterid=d498c9cc86,"2015 HOLDEN COLORADO LS DUAL CAB RG MY15 4WD HOLDEN 228,218",27,NSW,2015,DIESEL
VOLKSWAGEN POLO 66TSI URBAN 6R MY17.5 FWD,VOLKSWAGEN,POLO,"104,422",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985995/2017-volkswagen-polo-66tsi-urban-6r-my17-5?filterid=d498c9cc86,"2017 VOLKSWAGEN POLO 66TSI URBAN 6R MY17.5 FWD VOLKSWAGEN 104,422",27,NSW,2017,FWD
HOLDEN CRUZE CD JH SERIES II MY FWD,HOLDEN,CRUZE,"98,684",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986736/2012-holden-cruze-cd-jh-series-ii-my?filterid=d498c9cc86,"2012 HOLDEN CRUZE CD JH SERIES II MY FWD HOLDEN 98,684",27,NSW,2012,DIESEL
BMW 1 SERIES 120I E88 MY11 RWD,BMW,1,"112,740",CONVERTIBLE,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986236/2011-bmw-1-series-120i-e88-my11?filterid=d498c9cc86,"2011 BMW 1 SERIES 120I E88 MY11 RWD BMW 112,740",27,NSW,2011,RWD
TOYOTA LANDCRUISER PRADO KAKADU GRJ150R 4WD,TOYOTA,LANDCRUISER,"339,068",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985351/2011-toyota-landcruiser-prado-kakadu-grj150r?filterid=d498c9cc86,"2011 TOYOTA LANDCRUISER PRADO KAKADU GRJ150R 4WD TOYOTA 339,068",27,NSW,2011,4WD
AUDI Q3 TFSI 8U MY12 4WD,AUDI,Q3,"99,470",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982850/2012-audi-q3-tfsi-8u-my12?filterid=d498c9cc86,"2012 AUDI Q3 TFSI 8U MY12 4WD AUDI 99,470",27,NSW,2012,4WD
KIA RIO S YB MY17 FWD,KIA,RIO,"167,825",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985643/2017-kia-rio-s-yb-my17?filterid=d498c9cc86,"2017 KIA RIO S YB MY17 FWD KIA 167,825",27,NSW,2017,FWD
KIA SPORTAGE SI QL MY17 FWD,KIA,SPORTAGE,"148,190",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983776/2017-kia-sportage-si-ql-my17?filterid=d498c9cc86,"2017 KIA SPORTAGE SI QL MY17 FWD KIA 148,190",27,NSW,2017,FWD
FORD TERRITORY TX SEQ SPORT SHIFT R SZ RWD,FORD,TERRITORY,"202,140",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980889/2014-ford-territory-tx-seq-sport-shift-r-sz?filterid=d498c9cc86,"2014 FORD TERRITORY TX SEQ SPORT SHIFT R SZ RWD FORD 202,140",27,NSW,2014,DIESEL
NISSAN PULSAR SSS C12 FWD,NISSAN,PULSAR,"160,794",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985247/2014-nissan-pulsar-sss-c12?filterid=d498c9cc86,"2014 NISSAN PULSAR SSS C12 FWD NISSAN 160,794",27,NSW,2014,FWD
MAZDA 3 SP20 SKYACTIV BL1072 FWD,MAZDA,3,"95,069",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983761/2011-mazda-3-sp20-skyactiv-bl1072?filterid=d498c9cc86,"2011 MAZDA 3 SP20 SKYACTIV BL1072 FWD MAZDA 95,069",27,NSW,2011,FWD
VOLVO XC60 T5 TEKNIK DZ MY12 FWD,VOLVO,XC60,"168,285",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983772/2012-volvo-xc60-t5-teknik-dz-my12?filterid=d498c9cc86,"2012 VOLVO XC60 T5 TEKNIK DZ MY12 FWD VOLVO 168,285",27,NSW,2012,FWD
NISSAN X-TRAIL ST T32 SERIES II FWD,NISSAN,X-TRAIL,"181,380",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980402/2018-nissan-x-trail-st-t32-series-ii?filterid=d498c9cc86,"2018 NISSAN X-TRAIL ST T32 SERIES II FWD NISSAN 181,380",27,NSW,2018,FWD
HOLDEN CAPTIVA 5 CG MY10 4WD,HOLDEN,CAPTIVA,"171,642",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985336/2010-holden-captiva-5-cg-my10?filterid=d498c9cc86,"2010 HOLDEN CAPTIVA 5 CG MY10 4WD HOLDEN 171,642",27,NSW,2010,4WD
HYUNDAI I30 TROPHY GD2 MY14 FWD,HYUNDAI,I30,"141,303",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2987248/2014-hyundai-i30-trophy-gd2-my14?filterid=d498c9cc86,"2014 HYUNDAI I30 TROPHY GD2 MY14 FWD HYUNDAI 141,303",27,NSW,2014,FWD
TOYOTA CAMRY ALTISE ACV36R FWD,TOYOTA,CAMRY,"188,060",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983730/2003-toyota-camry-altise-acv36r?filterid=d498c9cc86,"2003 TOYOTA CAMRY ALTISE ACV36R FWD TOYOTA 188,060",27,NSW,2003,FWD
HONDA JAZZ VTI GD FWD,HONDA,JAZZ,"183,804",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982364/2004-honda-jazz-vti-gd?filterid=d498c9cc86,"2004 HONDA JAZZ VTI GD FWD HONDA 183,804",27,NSW,2004,FWD
MERCEDES-BENZ CLK-CLASS CLK280 AVANTGARDE C209 MY06 RWD,MERCEDES-BENZ,CLK-CLASS,"204,793",COUPE,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983852/2006-mercedes-benz-clk-class-clk280-avantgarde-c209-my06?filterid=d498c9cc86,"2006 MERCEDES-BENZ CLK-CLASS CLK280 AVANTGARDE C209 MY06 RWD MERCEDES-BENZ 204,793",27,NSW,2006,RWD
HYUNDAI ELANTRA ACTIVE MD3 FWD,HYUNDAI,ELANTRA,"178,110",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985841/2015-hyundai-elantra-active-md3?filterid=d498c9cc86,"2015 HYUNDAI ELANTRA ACTIVE MD3 FWD HYUNDAI 178,110",27,NSW,2015,FWD
HOLDEN CRUZE SRI JH SERIES II FWD,HOLDEN,CRUZE,"111,798",SEDAN,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2985843/2011-holden-cruze-sri-jh-series-ii?filterid=d498c9cc86,"2011 HOLDEN CRUZE SRI JH SERIES II FWD HOLDEN 111,798",27,NSW,2011,FWD
TOYOTA CAMRY ALTISE ASV50R FWD,TOYOTA,CAMRY,"103,239",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986154/2015-toyota-camry-altise-asv50r?filterid=d498c9cc86,"2015 TOYOTA CAMRY ALTISE ASV50R FWD TOYOTA 103,239",27,NSW,2015,FWD
VOLKSWAGEN TIGUAN 155TSI 5N MY12.5 4WD,VOLKSWAGEN,TIGUAN,"164,796",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982749/2012-volkswagen-tiguan-155tsi-5n-my12-5?filterid=d498c9cc86,"2012 VOLKSWAGEN TIGUAN 155TSI 5N MY12.5 4WD VOLKSWAGEN 164,796",27,NSW,2012,4WD
HONDA JAZZ GLI GD FWD,HONDA,JAZZ,"136,954",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985633/2002-honda-jazz-gli-gd?filterid=d498c9cc86,"2002 HONDA JAZZ GLI GD FWD HONDA 136,954",27,NSW,2002,FWD
TOYOTA PRIUS C NHP10R FWD,TOYOTA,PRIUS,"108,640",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984799/2012-toyota-prius-c-nhp10r?filterid=d498c9cc86,"2012 TOYOTA PRIUS C NHP10R FWD TOYOTA 108,640",27,NSW,2012,FWD
RENAULT MEGANE ZEN LFF FWD,RENAULT,MEGANE,"109,972",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983595/2018-renault-megane-zen-lff?filterid=d498c9cc86,"2018 RENAULT MEGANE ZEN LFF FWD RENAULT 109,972",27,NSW,2018,FWD
HYUNDAI GETZ S TB MY09 FWD,HYUNDAI,GETZ,"116,854",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985251/2009-hyundai-getz-s-tb-my09?filterid=d498c9cc86,"2009 HYUNDAI GETZ S TB MY09 FWD HYUNDAI 116,854",27,NSW,2009,FWD
TOYOTA KLUGER KX-R GSU40R MY12 FWD,TOYOTA,KLUGER,"185,194",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985257/2012-toyota-kluger-kx-r-gsu40r-my12?filterid=d498c9cc86,"2012 TOYOTA KLUGER KX-R GSU40R MY12 FWD TOYOTA 185,194",27,NSW,2012,FWD
JEEP GRAND CHEROKEE LAREDO WK MY2011 4WD,JEEP,GRAND,"212,689",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982359/2011-jeep-grand-cherokee-laredo-wk-my2011?filterid=d498c9cc86,"2011 JEEP GRAND CHEROKEE LAREDO WK MY2011 4WD JEEP 212,689",27,NSW,2011,4WD
NISSAN X-TRAIL TI T31 MY10 4WD,NISSAN,X-TRAIL,"147,278",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985438/2010-nissan-x-trail-ti-t31-my10?filterid=d498c9cc86,"2010 NISSAN X-TRAIL TI T31 MY10 4WD NISSAN 147,278",27,NSW,2010,4WD
MITSUBISHI LANCER ES CJ MY12 FWD,MITSUBISHI,LANCER,"173,960",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2984800/2012-mitsubishi-lancer-es-cj-my12?filterid=d498c9cc86,"2012 MITSUBISHI LANCER ES CJ MY12 FWD MITSUBISHI 173,960",27,NSW,2012,FWD
HONDA CR-V SPORT 4WD RD MY2004 4WD,HONDA,CR-V,"233,732",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983692/2004-honda-cr-v-sport-4wd-rd-my2004?filterid=d498c9cc86,"2004 HONDA CR-V SPORT 4WD RD MY2004 4WD HONDA 233,732",27,NSW,2004,4WD
SUBARU FORESTER XS PREMIUM S3 MY10 4WD,SUBARU,FORESTER,"212,742",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979186/2010-subaru-forester-xs-premium-s3-my10?filterid=d498c9cc86,"2010 SUBARU FORESTER XS PREMIUM S3 MY10 4WD SUBARU 212,742",27,NSW,2010,4WD
NISSAN NAVARA ST-X DUAL CAB D23 4WD,NISSAN,NAVARA,"120,808",UTILITY,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2977039/2015-nissan-navara-st-x-dual-cab-d23?filterid=d498c9cc86,"2015 NISSAN NAVARA ST-X DUAL CAB D23 4WD NISSAN 120,808",27,NSW,2015,DIESEL
MAZDA 2 GENKI DJ2HAA FWD,MAZDA,2,"165,270",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986239/2015-mazda-2-genki-dj2haa?filterid=d498c9cc86,"2015 MAZDA 2 GENKI DJ2HAA FWD MAZDA 165,270",27,NSW,2015,FWD
TOYOTA ECHO NCP10R FWD,TOYOTA,ECHO,"85,977",HATCHBACK,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2986581/2000-toyota-echo-ncp10r?filterid=d498c9cc86,"2000 TOYOTA ECHO NCP10R FWD TOYOTA 85,977",27,NSW,2000,FWD
LAND ROVER RANGE ROVER SPORT TDV6 L320 08MY 4WD,LAND,ROVER,"224,712",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986327/2008-land-rover-range-rover-sport-tdv6-l320-08my?filterid=d498c9cc86,"2008 LAND ROVER RANGE ROVER SPORT TDV6 L320 08MY 4WD LAND 224,712",27,NSW,2008,DIESEL
TOYOTA CAMRY ALTISE ACV36R FWD,TOYOTA,CAMRY,"226,049",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2977262/2004-toyota-camry-altise-acv36r?filterid=d498c9cc86,"2004 TOYOTA CAMRY ALTISE ACV36R FWD TOYOTA 226,049",27,NSW,2004,FWD
HOLDEN CAPTIVA 7 LX CG SERIES II MY 4WD,HOLDEN,CAPTIVA,"164,957",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985267/2012-holden-captiva-7-lx-cg-series-ii-my?filterid=d498c9cc86,"2012 HOLDEN CAPTIVA 7 LX CG SERIES II MY 4WD HOLDEN 164,957",27,NSW,2012,4WD
NISSAN MICRA K12 FWD,NISSAN,MICRA,"165,904",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983047/2008-nissan-micra-k12?filterid=d498c9cc86,"2008 NISSAN MICRA K12 FWD NISSAN 165,904",27,NSW,2008,FWD
HYUNDAI I40 PREMIUM VF2 FWD,HYUNDAI,I40,"161,254",SEDAN,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985792/2012-hyundai-i40-premium-vf2?filterid=d498c9cc86,"2012 HYUNDAI I40 PREMIUM VF2 FWD HYUNDAI 161,254",27,NSW,2012,DIESEL
HOLDEN TRAX LTZ TJ MY16 FWD,HOLDEN,TRAX,"110,876",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982413/2016-holden-trax-ltz-tj-my16?filterid=d498c9cc86,"2016 HOLDEN TRAX LTZ TJ MY16 FWD HOLDEN 110,876",27,NSW,2016,FWD
FORD KUGA TREND TE 4WD,FORD,KUGA,"204,184",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2952556/2012-ford-kuga-trend-te?filterid=d498c9cc86,"2012 FORD KUGA TREND TE 4WD FORD 204,184",27,NSW,2012,4WD
MAZDA 2 GENKI DE10Y1 FWD,MAZDA,2,"266,146",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2980887/2007-mazda-2-genki-de10y1?filterid=d498c9cc86,"2007 MAZDA 2 GENKI DE10Y1 FWD MAZDA 266,146",27,NSW,2007,FWD
VOLKSWAGEN AMAROK TDI550 ULTIMATE DUAL 2H MY17 4WD,VOLKSWAGEN,AMAROK,"215,474",UTILITY,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986044/2017-volkswagen-amarok-tdi550-ultimate-dual-2h-my17?filterid=d498c9cc86,"2017 VOLKSWAGEN AMAROK TDI550 ULTIMATE DUAL 2H MY17 4WD VOLKSWAGEN 215,474",27,NSW,2017,DIESEL
HYUNDAI ACCENT PREMIUM RB,HYUNDAI,ACCENT,"157,025",PETROL,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986124/2011-hyundai-accent-premium-rb?filterid=d498c9cc86,"2011 HYUNDAI ACCENT PREMIUM RB HYUNDAI 157,025",27,NSW,2011,RB
MITSUBISHI TRITON GLX SINGLE CAB MQ MY16 RWD DIESEL,MITSUBISHI,TRITON,"202,325",CHASSIS,MANUAL,Carlins,https://www.carlins.com.au/auctions/catalogues/2983720/2015-mitsubishi-triton-glx-single-cab-mq-my16?filterid=d498c9cc86,"2015 MITSUBISHI TRITON GLX SINGLE CAB MQ MY16 RWD DIESEL MITSUBISHI 202,325",27,NSW,2015,DIESEL
MAZDA CX-9 LUXURY TB10A5 FWD,MAZDA,CX-9,"238,013",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2983598/2015-mazda-cx-9-luxury-tb10a5?filterid=d498c9cc86,"2015 MAZDA CX-9 LUXURY TB10A5 FWD MAZDA 238,013",27,NSW,2015,FWD
HYUNDAI I30 ACTIVE GD3 SERIES II MY16 FWD,HYUNDAI,I30,"129,323",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986380/2015-hyundai-i30-active-gd3-series-ii-my16?filterid=d498c9cc86,"2015 HYUNDAI I30 ACTIVE GD3 SERIES II MY16 FWD HYUNDAI 129,323",27,NSW,2015,FWD
NISSAN PATHFINDER ST-L R52 MY15 4WD,NISSAN,PATHFINDER,"159,293",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2985956/2016-nissan-pathfinder-st-l-r52-my15?filterid=d498c9cc86,"2016 NISSAN PATHFINDER ST-L R52 MY15 4WD NISSAN 159,293",27,NSW,2016,4WD
SUBARU XV 2.0I-S G4X MY14 4WD,SUBARU,XV,"252,282",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2982863/2014-subaru-xv-2-0i-s-g4x-my14?filterid=d498c9cc86,"2014 SUBARU XV 2.0I-S G4X MY14 4WD SUBARU 252,282",27,NSW,2014,4WD
MAZDA CX-5 MAXX SPORT KE1072 FWD,MAZDA,CX-5,"204,950",WAGON,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2986271/2016-mazda-cx-5-maxx-sport-ke1072?filterid=d498c9cc86,"2016 MAZDA CX-5 MAXX SPORT KE1072 FWD MAZDA 204,950",27,NSW,2016,FWD
SKODA RAPID 92 NH MY19 FWD,SKODA,RAPID,"146,499",HATCHBACK,AUTOMATIC,Carlins,https://www.carlins.com.au/auctions/catalogues/2979869/2019-skoda-rapid-92-nh-my19?filterid=d498c9cc86,"2019 SKODA RAPID 92 NH MY19 FWD SKODA 146,499",27,NSW,2019,FWD
